date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS,month,day,year,quarter,profit,cluster,segment,pca1,pca2
12/18/2024,Google Ads,Video,Healthcare,India,184982,4772,0.0258,3.08,14697.76,141,104.24,26098.46,1.78,12,18,2024,4,11400.699999999999,1,Low ROAS,-1.582481196,-0.485331765
8/16/2024,Google Ads,Search,Fintech,UK,166673,4733,0.0284,0.84,3975.72,336,11.83,98987.51,24.9,8,16,2024,3,95011.79,2,High ROAS,2.4662312103788366,-0.895989499
6/5/2024,Google Ads,Video,EdTech,UAE,109148,3951,0.0362,1.79,7072.29,249,28.4,56329.34,7.96,6,5,2024,2,49257.049999999996,0,Medium ROAS,0.44955301392901864,-0.206575971
12/26/2024,Google Ads,Video,EdTech,USA,173700,7208,0.0415,2.29,16506.32,178,92.73,32171.36,1.95,12,26,2024,4,15665.04,1,Low ROAS,-1.233053315,0.3820202941255195
4/27/2024,Meta Ads,Video,EdTech,UAE,173001,3477,0.0201,0.95,3303.15,51,64.77,11186.61,3.39,4,27,2024,2,7883.460000000001,0,Medium ROAS,-0.792650709,-0.965713824
1/29/2024,Meta Ads,Search,Fintech,UK,56534,1079,0.0191,0.6,647.4,27,23.98,4508.39,6.96,1,29,2024,1,3860.9900000000002,0,Medium ROAS,0.26913307692307475,-1.199801883
12/15/2024,Google Ads,Search,Healthcare,Australia,58520,3604,0.0616,1.48,5333.92,265,20.13,78186.23,14.66,12,15,2024,4,72852.31,2,High ROAS,1.5239554824423633,1.1625014910419071
9/10/2024,Google Ads,Video,Healthcare,Canada,111071,2865,0.0258,2.83,8107.95,39,207.9,8971.28,1.11,9,10,2024,3,863.3300000000008,1,Low ROAS,-3.408042484,-0.127839996
4/8/2024,Google Ads,Shopping,SaaS,India,153750,4920,0.032,2.98,14661.6,117,125.31,30000.6,2.05,4,8,2024,2,15338.999999999998,1,Low ROAS,-1.8563661,-0.05843535
5/2/2024,Meta Ads,Display,SaaS,USA,108717,1435,0.0132,1.75,2511.25,108,23.25,22074.54,8.79,5,2,2024,2,19563.29,0,Medium ROAS,0.4250689442299506,-1.563210781
6/13/2024,Google Ads,Shopping,E-commerce,India,141455,2673,0.0189,2.82,7537.86,122,61.79,19810.32,2.63,6,13,2024,2,12272.46,0,Medium ROAS,-0.833597273,-1.03701307
12/4/2024,Meta Ads,Search,Healthcare,USA,158742,5778,0.0364,2.17,12538.26,388,32.32,68610.11,5.47,12,4,2024,4,56071.85,0,Medium ROAS,0.11977108820616782,-0.15496933
4/26/2024,Meta Ads,Search,E-commerce,Germany,26845,528,0.0197,2.08,1098.24,11,99.84,1590.52,1.45,4,26,2024,2,492.28,1,Low ROAS,-1.596217887,-0.849468252
10/5/2024,Google Ads,Video,Fintech,USA,92332,5336,0.0578,0.94,5015.84,213,23.55,39347.29,7.84,10,5,2024,4,34331.45,2,High ROAS,0.7067030582626536,1.0276528484993703
9/5/2024,Google Ads,Search,E-commerce,India,90953,4365,0.048,3.04,13269.6,73,181.78,19836.75,1.49,9,5,2024,3,6567.15,1,Low ROAS,-2.732478673,1.0638378208672425
9/26/2024,Meta Ads,Shopping,SaaS,Canada,15047,368,0.0245,1.06,390.08,27,14.45,6244.19,16.01,9,26,2024,3,5854.11,0,Medium ROAS,1.4411927721738211,-1.017052062
4/12/2024,Google Ads,Search,Healthcare,UAE,57632,1256,0.0218,1.75,2198,20,109.9,1647.61,0.75,4,12,2024,2,-550.39,1,Low ROAS,-1.822746334,-0.686479682
10/28/2024,TikTok Ads,Shopping,EdTech,UAE,193568,12659,0.0654,1.24,15697.16,366,42.89,17585.84,1.12,10,28,2024,4,1888.6800000000003,2,High ROAS,-0.270163013,1.6048909989069609
5/21/2024,Google Ads,Video,SaaS,Germany,30343,743,0.0245,3.05,2266.15,39,58.11,7450.31,3.29,5,21,2024,2,5184.16,0,Medium ROAS,-0.652328793,-0.732650516
8/23/2024,Meta Ads,Display,SaaS,Germany,6903,225,0.0326,1.92,432,7,61.71,513.46,1.19,8,23,2024,3,81.46000000000004,0,Medium ROAS,-0.866454349,-0.229392031
2/18/2024,TikTok Ads,Display,SaaS,USA,194291,9248,0.0476,1.08,9987.84,669,14.93,34771.85,3.48,2,18,2024,1,24784.01,0,Medium ROAS,0.2995285151146362,0.4554787085948486
8/9/2024,Meta Ads,Shopping,Healthcare,India,25704,616,0.024,1,616,18,34.22,2381.36,3.87,8,9,2024,3,1765.3600000000001,0,Medium ROAS,-0.190624276,-0.8485388
5/31/2024,Google Ads,Display,Healthcare,Germany,18696,327,0.0175,2.61,853.47,8,106.68,1284.99,1.51,5,31,2024,2,431.52,1,Low ROAS,-1.724712503,-0.954246696
2/16/2024,Meta Ads,Video,EdTech,UK,165408,1670,0.0101,1.3,2171,80,27.14,9561,4.4,2,16,2024,1,7390,0,Medium ROAS,-0.135254876,-1.682130729
4/14/2024,Google Ads,Search,E-commerce,Australia,191372,11711,0.0612,2.48,29043.28,335,86.7,75028.42,2.58,4,14,2024,2,45985.14,1,Low ROAS,-0.892583961,1.4942972167488928
9/6/2024,Meta Ads,Display,EdTech,USA,71247,1888,0.0265,0.47,887.36,57,15.57,9045.86,10.19,9,6,2024,3,8158.500000000001,0,Medium ROAS,0.8198048205982883,-0.834965506
4/11/2024,TikTok Ads,Search,Fintech,UAE,132294,7527,0.0569,0.9,6774.3,262,25.86,50030.33,7.39,4,11,2024,2,43256.03,2,High ROAS,0.6118594607794754,0.988245436958679
12/29/2024,TikTok Ads,Display,E-commerce,Germany,66086,3317,0.0502,0.33,1094.61,206,5.31,51119.73,46.7,12,29,2024,4,50025.12,2,High ROAS,5.087855943091384,0.10830353312594987
12/23/2024,Google Ads,Search,Healthcare,UK,186232,9292,0.0499,2.4,22300.8,265,84.15,67766.02,3.04,12,23,2024,4,45465.22,1,Low ROAS,-0.898717177,0.827147925988867
11/1/2024,TikTok Ads,Shopping,Healthcare,India,145225,5562,0.0383,0.84,4672.08,378,12.36,102053.93,21.84,11,1,2024,4,97381.84999999999,2,High ROAS,2.2174731498565827,-0.288664805
5/27/2024,Google Ads,Search,SaaS,Germany,15470,529,0.0342,1.2,634.8,5,126.96,1223.76,1.93,5,27,2024,2,588.96,1,Low ROAS,-1.87793514,0.07567766776815434
4/5/2024,Google Ads,Display,Healthcare,Australia,91814,2607,0.0284,2.48,6465.36,129,50.12,25405.84,3.93,4,5,2024,2,18940.48,0,Medium ROAS,-0.415038377,-0.540963511
3/24/2024,Google Ads,Display,EdTech,Australia,96087,3238,0.0337,3.04,9843.52,45,218.74,7783,0.79,3,24,2024,1,-2060.52,1,Low ROAS,-3.556858197,0.36916278536467245
3/12/2024,Google Ads,Shopping,Fintech,Germany,92943,5037,0.0542,2.26,11383.62,232,49.07,64994.16,5.71,3,12,2024,1,53610.54,2,High ROAS,0.01668229453850722,0.9285865583214686
4/10/2024,Meta Ads,Display,SaaS,India,36411,873,0.024,2.03,1772.19,47,37.71,13565.96,7.65,4,10,2024,2,11793.769999999999,0,Medium ROAS,0.15288455462727077,-0.877418587
8/17/2024,Meta Ads,Video,EdTech,USA,145170,4688,0.0323,1.75,8204,106,77.4,30413.14,3.71,8,17,2024,3,22209.14,0,Medium ROAS,-0.866201159,-0.220840291
3/25/2024,Google Ads,Video,E-commerce,Germany,146428,2796,0.0191,2.24,6263.04,164,38.19,33829.22,5.4,3,25,2024,1,27566.18,0,Medium ROAS,-0.137478006,-1.134998494
8/28/2024,Google Ads,Search,Fintech,Germany,151772,6237,0.0411,1.02,6361.74,302,21.07,77929.21,12.25,8,28,2024,3,71567.47,2,High ROAS,1.0730955060829503,0.0059062527045586006
1/19/2024,TikTok Ads,Search,E-commerce,USA,179561,8600,0.0479,1.44,12384,212,58.42,34386.07,2.78,1,19,2024,1,22002.07,0,Medium ROAS,-0.508380171,0.6273216724057292
9/11/2024,Google Ads,Search,EdTech,UAE,100381,5691,0.0567,0.83,4723.53,321,14.72,58283.85,12.34,9,11,2024,3,53560.32,2,High ROAS,1.3258126077453527,0.8857716035332651
12/23/2024,TikTok Ads,Display,E-commerce,India,180552,6030,0.0334,1.7,10251,383,26.77,23539.41,2.3,12,23,2024,4,13288.41,0,Medium ROAS,-0.150003114,-0.31313179
7/3/2024,TikTok Ads,Display,EdTech,USA,163328,4981,0.0305,1.21,6027.01,142,42.44,21158.33,3.51,7,3,2024,3,15131.320000000002,0,Medium ROAS,-0.311538305,-0.440933851
6/3/2024,TikTok Ads,Display,EdTech,USA,93635,4363,0.0466,1.36,5933.68,117,50.72,29999.39,5.06,6,3,2024,2,24065.71,0,Medium ROAS,-0.146562095,0.5015783536994504
12/29/2024,Google Ads,Display,SaaS,UAE,133526,4633,0.0347,3.07,14223.31,340,41.83,62193.85,4.37,12,29,2024,4,47970.54,0,Medium ROAS,-0.17309833,-0.209324186
2/6/2024,TikTok Ads,Video,E-commerce,Canada,48475,3160,0.0652,0.76,2401.6,124,19.37,19990.89,8.32,2,6,2024,1,17589.29,2,High ROAS,0.8929175099337058,1.436373179339077
11/13/2024,TikTok Ads,Video,Fintech,India,195722,12624,0.0645,2.01,25374.24,755,33.61,129016.77,5.08,11,13,2024,4,103642.53,2,High ROAS,0.3007912845910748,1.4788674056489
5/4/2024,Google Ads,Search,Healthcare,UK,106277,6961,0.0655,2.96,20604.56,180,114.47,42397.44,2.06,5,4,2024,2,21792.88,1,Low ROAS,-1.380509991,1.8424399123525275
1/22/2024,Google Ads,Shopping,Fintech,Australia,153953,5095,0.0331,2.86,14571.7,110,132.47,30634.7,2.1,1,22,2024,1,16063,1,Low ROAS,-1.962640915,0.028844458281563404
9/7/2024,Meta Ads,Video,Healthcare,Germany,142135,2387,0.0168,1.92,4583.04,98,46.77,25385.35,5.54,9,7,2024,3,20802.309999999998,0,Medium ROAS,-0.287767829,-1.240541943
11/25/2024,Google Ads,Shopping,EdTech,Canada,107891,3733,0.0346,2.31,8623.23,148,58.27,15202.91,1.76,11,25,2024,4,6579.68,0,Medium ROAS,-0.730141451,-0.131471156
3/20/2024,TikTok Ads,Video,SaaS,USA,191380,8171,0.0427,0.5,4085.5,572,7.14,155778.92,38.13,3,20,2024,1,151693.42,2,High ROAS,4.07895719330918,-0.227092855
8/11/2024,Meta Ads,Search,Healthcare,UK,123372,3355,0.0272,2.3,7716.5,224,34.45,57352.38,7.43,8,11,2024,3,49635.88,0,Medium ROAS,0.21245295596614253,-0.700981994
12/24/2024,Google Ads,Search,E-commerce,UAE,104464,4314,0.0413,2.26,9749.64,82,118.9,10226.11,1.05,12,24,2024,4,476.47000000000116,1,Low ROAS,-1.773509384,0.46856882317198045
6/3/2024,Google Ads,Video,SaaS,UK,113502,2235,0.0197,1.21,2704.35,34,79.54,6126.9,2.27,6,3,2024,2,3422.5499999999997,0,Medium ROAS,-1.165357408,-0.926888213
9/9/2024,Google Ads,Shopping,Healthcare,Australia,95196,3170,0.0333,1.05,3328.5,170,19.58,13047.52,3.92,9,9,2024,3,9719.02,0,Medium ROAS,0.14333094245988778,-0.360643079
1/27/2024,Google Ads,Display,Healthcare,UK,86362,2547,0.0295,1.41,3591.27,164,21.9,33307.3,9.27,1,27,2024,1,29716.030000000002,0,Medium ROAS,0.6407953679660202,-0.630158677
6/28/2024,Google Ads,Search,E-commerce,USA,78532,4735,0.0603,2.82,13352.7,310,43.07,45765.16,3.43,6,28,2024,2,32412.460000000003,2,High ROAS,-0.071549329,1.2856636502037664
3/19/2024,Google Ads,Shopping,Healthcare,Canada,184081,5135,0.0279,2.18,11194.3,96,116.61,24545.05,2.19,3,19,2024,1,13350.75,1,Low ROAS,-1.72988635,-0.326481025
1/28/2024,Meta Ads,Display,Healthcare,Canada,93966,2104,0.0224,0.97,2040.88,157,13,6975.9,3.42,1,28,2024,1,4935.0199999999995,0,Medium ROAS,0.10663522415339785,-1.007945008
7/23/2024,Google Ads,Video,SaaS,UAE,28667,1338,0.0467,2.9,3880.2,24,161.67,3421.56,0.88,7,23,2024,3,-458.64,1,Low ROAS,-2.468434226,0.9272558339542086
1/21/2024,Google Ads,Display,Healthcare,Australia,154239,7465,0.0484,3.2,23888,484,49.36,25632.04,1.07,1,21,2024,1,1744.0400000000009,0,Medium ROAS,-0.532826632,0.6440258789860246
4/5/2024,Meta Ads,Video,Fintech,UAE,103576,1263,0.0122,0.47,593.61,22,26.98,5190.25,8.74,4,5,2024,2,4596.64,0,Medium ROAS,0.34792532010264116,-1.607907743
9/25/2024,TikTok Ads,Video,EdTech,India,111154,5124,0.0461,0.89,4560.36,368,12.39,82164.4,18.02,9,25,2024,3,77604.04,2,High ROAS,1.8779729553014166,0.20368566081447792
10/28/2024,Google Ads,Search,E-commerce,USA,104456,6403,0.0613,2.11,13510.33,440,30.71,111130.68,8.23,10,28,2024,4,97620.34999999999,2,High ROAS,0.6575109286115873,1.250088290997898
10/12/2024,Meta Ads,Display,SaaS,UAE,173307,3292,0.019,1.03,3390.76,74,45.82,21574.44,6.36,10,12,2024,4,18183.68,0,Medium ROAS,-0.165228105,-1.125329165
3/10/2024,Google Ads,Display,Fintech,Australia,197459,5667,0.0287,3.56,20174.52,105,192.14,17723.39,0.88,3,10,2024,1,-2451.13,1,Low ROAS,-3.140614502,-0.010886914
9/1/2024,TikTok Ads,Video,EdTech,UK,154676,5970,0.0386,1.09,6507.3,107,60.82,14099.39,2.17,9,1,2024,3,7592.089999999999,0,Medium ROAS,-0.694841472,0.10409080552495872
4/24/2024,Meta Ads,Video,Fintech,India,138528,3698,0.0267,2.27,8394.46,264,31.8,34788.99,4.14,4,24,2024,2,26394.53,0,Medium ROAS,-0.097434557,-0.703455745
8/1/2024,Google Ads,Display,SaaS,Canada,188490,6879,0.0365,2.84,19536.36,279,70.02,18268.77,0.94,8,1,2024,3,-1267.59,0,Medium ROAS,-0.999788618,0.026951544535068376
9/21/2024,TikTok Ads,Display,SaaS,USA,155929,6408,0.0411,0.97,6215.76,481,12.92,51123.92,8.22,9,21,2024,3,44908.159999999996,0,Medium ROAS,0.7818214932138573,0.021729221860855456
5/31/2024,Google Ads,Display,EdTech,Canada,177220,4607,0.026,2.32,10688.24,114,93.76,9297.03,0.87,5,31,2024,2,-1391.21,1,Low ROAS,-1.500306732,-0.499385751
10/10/2024,Meta Ads,Video,E-commerce,Canada,188552,6373,0.0338,0.65,4142.45,129,32.11,8973.49,2.17,10,10,2024,4,4831.04,0,Medium ROAS,-0.250736471,-0.270552655
9/15/2024,Google Ads,Video,E-commerce,Canada,136460,4462,0.0327,0.88,3926.56,322,12.19,59937.98,15.26,9,15,2024,3,56011.420000000006,2,High ROAS,1.4708785567310174,-0.542337545
10/7/2024,TikTok Ads,Display,Healthcare,Canada,124614,4573,0.0367,0.29,1326.17,240,5.53,46988.2,35.43,10,7,2024,4,45662.03,2,High ROAS,3.7664714915039093,-0.550516265
4/15/2024,Meta Ads,Video,SaaS,India,28359,612,0.0216,0.75,459,30,15.3,6591.07,14.36,4,15,2024,2,6132.07,0,Medium ROAS,1.2258626382986657,-1.16415934
6/28/2024,Meta Ads,Search,E-commerce,USA,81759,1316,0.0161,0.9,1184.4,46,25.75,6171.89,5.21,6,28,2024,2,4987.49,0,Medium ROAS,0.026714391326323472,-1.348508258
4/5/2024,Meta Ads,Video,E-commerce,Germany,131230,2139,0.0163,2.23,4769.97,105,45.43,24738.73,5.19,4,5,2024,2,19968.76,0,Medium ROAS,-0.306714824,-1.270223577
6/1/2024,TikTok Ads,Search,E-commerce,Canada,49659,2413,0.0486,1.45,3498.85,191,18.32,38157.72,10.91,6,1,2024,2,34658.87,2,High ROAS,1.042150669823763,0.44482598830054587
2/7/2024,TikTok Ads,Display,Fintech,Germany,103029,6830,0.0663,0.52,3551.6,148,24,14545.74,4.1,2,7,2024,1,10994.14,2,High ROAS,0.3747032035874981,1.5610491847720678
6/1/2024,TikTok Ads,Shopping,Healthcare,Canada,52368,3351,0.064,0.61,2044.11,117,17.47,12829.28,6.28,6,1,2024,2,10785.17,2,High ROAS,0.6973747644717897,1.3824962864485504
6/15/2024,TikTok Ads,Video,EdTech,Canada,144585,8357,0.0578,0.52,4345.64,412,10.55,78373.31,18.03,6,15,2024,2,74027.67,2,High ROAS,2.011930473062196,0.8740789386322292
3/22/2024,TikTok Ads,Shopping,Fintech,UK,40308,3853,0.0956,1.09,4199.77,291,14.43,33059.93,7.87,3,22,2024,1,28860.16,2,High ROAS,1.1929791783934616,3.1828335577996296
8/8/2024,TikTok Ads,Search,E-commerce,Germany,43635,2469,0.0566,1.21,2987.49,133,22.46,19667.27,6.58,8,8,2024,3,16679.78,2,High ROAS,0.5805227311017622,0.9681202215050981
8/8/2024,Meta Ads,Search,EdTech,India,164074,6152,0.0375,0.95,5844.4,360,16.23,47241.24,8.08,8,8,2024,3,41396.84,0,Medium ROAS,0.6795882539527714,-0.173800469
8/13/2024,Meta Ads,Shopping,Healthcare,Canada,107300,2693,0.0251,0.57,1535.01,153,10.03,18121.16,11.81,8,13,2024,3,16586.15,0,Medium ROAS,1.0739103471951483,-0.952092146
11/4/2024,Meta Ads,Display,EdTech,India,177443,4400,0.0248,2.17,9548,231,41.33,43094.26,4.51,11,4,2024,4,33546.26,0,Medium ROAS,-0.235827204,-0.78512814
4/20/2024,TikTok Ads,Shopping,EdTech,UAE,141268,7402,0.0524,1.24,9178.48,335,27.4,31326.97,3.41,4,20,2024,2,22148.49,2,High ROAS,0.1227930828658599,0.7759980014074673
5/26/2024,TikTok Ads,Display,EdTech,Germany,145631,4194,0.0288,0.84,3522.96,59,59.71,15427.34,4.38,5,26,2024,2,11904.380000000001,0,Medium ROAS,-0.525923333,-0.490263827
11/22/2024,TikTok Ads,Search,EdTech,Canada,191041,7393,0.0387,0.53,3918.29,446,8.79,15789.02,4.03,11,22,2024,4,11870.73,0,Medium ROAS,0.3846055194516621,-0.085956077
11/13/2024,TikTok Ads,Video,Healthcare,UK,72145,3058,0.0424,0.77,2354.66,78,30.19,7543.67,3.2,11,13,2024,4,5189.01,0,Medium ROAS,-0.033756063,0.20929354736175318
3/4/2024,Meta Ads,Video,SaaS,UAE,113447,1826,0.0161,1.73,3158.98,24,131.62,4477.79,1.42,3,4,2024,1,1318.81,1,Low ROAS,-2.168525252,-0.949977193
12/12/2024,TikTok Ads,Search,Healthcare,India,195512,8328,0.0426,1.63,13574.64,198,68.56,14486.58,1.07,12,12,2024,4,911.9400000000005,0,Medium ROAS,-0.908184889,0.37343823341156535
6/19/2024,Meta Ads,Search,SaaS,USA,149446,6456,0.0432,2.19,14138.64,397,35.61,118768.88,8.4,6,19,2024,2,104630.24,2,High ROAS,0.43527919591357633,0.21792758752582675
9/3/2024,TikTok Ads,Video,SaaS,Germany,154307,9212,0.0597,1.3,11975.6,700,17.11,61706.24,5.15,9,3,2024,3,49730.64,2,High ROAS,0.545725173635663,1.1447301444721931
11/26/2024,Meta Ads,Display,Healthcare,India,149675,3143,0.021,1.55,4871.65,147,33.14,33184.47,6.81,11,26,2024,4,28312.82,0,Medium ROAS,0.11467051612799047,-1.057340415
4/5/2024,TikTok Ads,Shopping,Healthcare,UAE,184065,6350,0.0345,1.34,8509,273,31.17,39093.51,4.59,4,5,2024,2,30584.510000000002,0,Medium ROAS,0.028988133635933184,-0.259280959
10/4/2024,TikTok Ads,Search,EdTech,Germany,64484,2966,0.046,1.25,3707.5,227,16.33,27232.61,7.35,10,4,2024,4,23525.11,2,High ROAS,0.674075572063786,0.3260253938784717
7/28/2024,Meta Ads,Video,EdTech,UAE,148088,4561,0.0308,1.36,6202.96,173,35.86,48056.97,7.75,7,28,2024,3,41854.01,0,Medium ROAS,0.2539810335223649,-0.491439532
9/9/2024,Google Ads,Display,SaaS,India,28068,990,0.0353,1.01,999.9,28,35.71,5661.1,5.66,9,9,2024,3,4661.200000000001,0,Medium ROAS,0.07307141980033499,-0.209181535
3/23/2024,TikTok Ads,Search,Healthcare,USA,131385,6910,0.0526,0.34,2349.4,206,11.4,6729.96,2.86,3,23,2024,1,4380.5599999999995,2,High ROAS,0.33672072515236795,0.7394174948601541
5/16/2024,TikTok Ads,Search,EdTech,UAE,77882,3029,0.0389,0.47,1423.63,228,6.24,44433.62,31.21,5,16,2024,2,43009.990000000005,2,High ROAS,3.324160832768649,-0.375463414
9/10/2024,TikTok Ads,Shopping,Healthcare,UAE,90066,6025,0.0669,1.77,10664.25,417,25.57,40275.46,3.78,9,10,2024,3,29611.21,2,High ROAS,0.31927284888261503,1.604501179499542
7/25/2024,Meta Ads,Shopping,E-commerce,India,186775,2409,0.0129,0.69,1662.21,107,15.53,10079.71,6.06,7,25,2024,3,8417.5,0,Medium ROAS,0.2623587438403687,-1.577274608
4/15/2024,Google Ads,Video,Fintech,India,57328,2161,0.0377,1.53,3306.33,99,33.4,17903.97,5.42,4,15,2024,2,14597.640000000001,0,Medium ROAS,0.10747567630412962,-0.075590901
2/22/2024,Google Ads,Video,SaaS,India,87570,3415,0.039,2.57,8776.55,236,37.19,46705.85,5.32,2,22,2024,1,37929.3,0,Medium ROAS,0.043994776470910525,0.013483023424323502
6/18/2024,Meta Ads,Video,SaaS,UAE,54864,1876,0.0342,1.52,2851.52,121,23.57,23640.39,8.29,6,18,2024,2,20788.87,0,Medium ROAS,0.5490405648446733,-0.342126455
11/4/2024,Google Ads,Display,SaaS,Australia,91861,2535,0.0276,1.24,3143.4,137,22.94,8299.82,2.64,11,4,2024,4,5156.42,0,Medium ROAS,-0.099421815,-0.665199645
6/4/2024,Meta Ads,Search,E-commerce,Australia,16920,389,0.023,1.23,478.47,15,31.9,3222.58,6.74,6,4,2024,2,2744.1099999999997,0,Medium ROAS,0.1455936512346246,-0.945098977
8/16/2024,Meta Ads,Shopping,Healthcare,India,117421,3428,0.0292,0.61,2091.08,99,21.12,25079.21,11.99,8,16,2024,3,22988.129999999997,0,Medium ROAS,0.9410652768697455,-0.679413524
6/29/2024,Google Ads,Display,EdTech,UK,146332,7184,0.0491,2.8,20115.2,366,54.96,40775.67,2.03,6,29,2024,2,20660.469999999998,0,Medium ROAS,-0.519266072,0.6931068881669393
1/11/2024,Meta Ads,Shopping,SaaS,USA,144993,2783,0.0192,1.47,4091.01,120,34.09,10562.14,2.58,1,11,2024,1,6471.129999999999,0,Medium ROAS,-0.36755454,-1.112725724
7/28/2024,Google Ads,Display,Fintech,Canada,35702,999,0.028,1.58,1578.42,15,105.23,2820.45,1.79,7,28,2024,3,1242.0299999999997,1,Low ROAS,-1.579036291,-0.354847793
9/1/2024,Google Ads,Shopping,Healthcare,Germany,184976,6270,0.0339,2.66,16678.2,412,40.48,40433.91,2.42,9,1,2024,3,23755.710000000003,0,Medium ROAS,-0.364884785,-0.239175277
6/10/2024,Google Ads,Search,E-commerce,UAE,119235,5258,0.0441,1.1,5783.8,141,41.02,24150.02,4.18,6,10,2024,2,18366.22,0,Medium ROAS,-0.097874209,0.3336714909663481
8/14/2024,Google Ads,Shopping,EdTech,India,127211,3968,0.0312,2.63,10435.84,194,53.79,37337.18,3.58,8,14,2024,3,26901.34,0,Medium ROAS,-0.490068008,-0.362846287
12/16/2024,TikTok Ads,Video,Fintech,USA,27584,1561,0.0566,0.94,1467.34,93,15.78,19425.98,13.24,12,16,2024,4,17958.64,2,High ROAS,1.4028546230135241,0.8738855308202167
5/25/2024,Google Ads,Shopping,SaaS,Germany,194928,9161,0.047,1.88,17222.68,571,30.16,17839.23,1.04,5,25,2024,2,616.5499999999993,0,Medium ROAS,-0.223281683,0.4984941652915971
10/26/2024,Google Ads,Search,E-commerce,Australia,90349,5420,0.06,3.02,16368.4,105,155.89,16913.07,1.03,10,26,2024,4,544.6700000000001,1,Low ROAS,-2.238976148,1.6753715612458988
7/8/2024,TikTok Ads,Video,EdTech,Germany,170011,10149,0.0597,0.55,5581.95,110,50.74,29617.76,5.31,7,8,2024,3,24035.809999999998,2,High ROAS,-0.006345066,1.2566492986669038
8/6/2024,Google Ads,Display,Healthcare,USA,54158,3374,0.0623,0.81,2732.94,55,49.69,5839.17,2.14,8,6,2024,3,3106.23,2,High ROAS,-0.303568257,1.437592464555097
1/2/2024,Meta Ads,Display,SaaS,UK,143485,3945,0.0275,0.71,2800.95,187,14.98,30765.32,10.98,1,2,2024,1,27964.37,0,Medium ROAS,0.9226209962546503,-0.78762046
2/18/2024,Google Ads,Video,Fintech,Canada,165470,4136,0.025,0.82,3391.52,56,60.56,12113.24,3.57,2,18,2024,1,8721.72,0,Medium ROAS,-0.659620971,-0.698464823
5/11/2024,Meta Ads,Search,EdTech,USA,112596,2668,0.0237,1.2,3201.6,39,82.09,10899.61,3.4,5,11,2024,2,7698.01,0,Medium ROAS,-1.053377614,-0.699073493
7/3/2024,Google Ads,Video,EdTech,Canada,82604,5146,0.0623,2.88,14820.48,75,197.61,11977.45,0.81,7,3,2024,3,-2843.03,1,Low ROAS,-2.948417812,1.9517469829955372
6/25/2024,Google Ads,Display,Healthcare,UAE,162454,4337,0.0267,1.57,6809.09,329,20.7,13568.06,1.99,6,25,2024,2,6758.969999999999,0,Medium ROAS,-0.138567104,-0.717830171
10/20/2024,TikTok Ads,Shopping,E-commerce,UK,143667,6852,0.0477,1.13,7742.76,142,54.53,19589.64,2.53,10,20,2024,4,11846.88,0,Medium ROAS,-0.470915225,0.6052989612449151
2/16/2024,Google Ads,Video,Healthcare,Australia,83702,3900,0.0466,2.18,8502,60,141.7,11812.78,1.39,2,16,2024,1,3310.7800000000007,1,Low ROAS,-2.077042856,0.8485026909458093
2/12/2024,TikTok Ads,Video,Fintech,USA,41497,3299,0.0795,0.65,2144.35,112,19.15,6822.75,3.18,2,12,2024,1,4678.4,2,High ROAS,0.4735987506950851,2.318036862112529
5/26/2024,Google Ads,Search,Fintech,UAE,88442,2485,0.0281,2.89,7181.65,69,104.08,12989.18,1.81,5,26,2024,2,5807.530000000001,1,Low ROAS,-1.556575499,-0.353165096
2/23/2024,Google Ads,Shopping,SaaS,UAE,143723,4254,0.0296,1.14,4849.56,281,17.26,41783.61,8.62,2,23,2024,1,36934.05,0,Medium ROAS,0.6509615332335932,-0.63305997
10/15/2024,Meta Ads,Search,SaaS,UK,30392,1325,0.0436,1.31,1735.75,101,17.19,3539.63,2.04,10,15,2024,4,1803.88,0,Medium ROAS,0.07313564182474247,0.24725330997111555
5/10/2024,Google Ads,Video,E-commerce,India,94412,4786,0.0507,1.29,6173.94,343,18,93767.6,15.19,5,10,2024,2,87593.66,2,High ROAS,1.5216485123359775,0.5191539142701882
5/21/2024,Google Ads,Video,EdTech,UK,56305,1644,0.0292,1.65,2712.6,126,21.53,24269.48,8.95,5,21,2024,2,21556.88,0,Medium ROAS,0.6103677501194674,-0.645317501
9/29/2024,TikTok Ads,Display,SaaS,Germany,142456,9943,0.0698,0.91,9048.13,266,34.02,72736.17,8.04,9,29,2024,3,63688.04,2,High ROAS,0.6551862608422889,1.7549507899735415
12/26/2024,Meta Ads,Display,EdTech,Australia,27169,546,0.0201,1.08,589.68,15,39.31,1578.78,2.68,12,26,2024,4,989.1,0,Medium ROAS,-0.437413739,-1.044107304
9/15/2024,Google Ads,Video,SaaS,Germany,127179,5125,0.0403,2.22,11377.5,87,130.78,5905.23,0.52,9,15,2024,3,-5472.27,1,Low ROAS,-2.039692842,0.45657674820878147
7/18/2024,Google Ads,Shopping,Fintech,USA,20797,846,0.0407,1.08,913.68,56,16.32,11660.97,12.76,7,18,2024,3,10747.289999999999,2,High ROAS,1.2043143767414934,-0.038768007
8/13/2024,Meta Ads,Shopping,E-commerce,USA,188201,5627,0.0299,1.88,10578.76,77,137.39,14242.93,1.35,8,13,2024,3,3664.17,1,Low ROAS,-2.15360574,-0.131545493
